Ciment (%),Argile (%),Alumine (%),Silice (%),Chamotte (%),Conductivite thermique (W/m.K),Resistance Mecanique (MPa)
5.39,8.39,40.47,27.95,17.79,0.62,21.13
5.3,7.75,40.05,28.54,18.36,0.62,21.13
6.24,8.24,40.25,27.53,17.74,0.62,21.13
5.1,7.79,40.62,27.98,18.51,0.62,21.13
6.3,8.2,38.35,28.82,18.33,0.62,21.08
6.19,8.2,38.73,29.11,17.77,0.62,21.08
5.77,8.32,39.03,28.47,18.41,0.62,21.08
7.32,8.42,37.55,28.96,17.75,0.62,21.08
6.0,7.69,39.98,27.98,18.35,0.62,21.08
6.78,8.03,39.28,27.77,18.14,0.62,21.08
7.17,7.79,39.86,27.6,17.57,0.62,21.08
6.56,8.1,38.69,28.85,17.8,0.62,21.08
6.37,7.86,39.9,27.78,18.09,0.62,21.08
7.11,8.43,38.12,27.87,18.47,0.62,21.08
5.38,8.03,38.94,29.25,18.4,0.62,21.08
5.69,8.57,39.53,28.7,17.51,0.62,21.08
6.38,7.58,39.01,28.96,18.06,0.62,21.08
6.91,8.28,38.53,27.71,18.58,0.62,21.08
5.83,7.82,39.14,29.1,18.11,0.62,21.08
7.13,8.48,38.07,27.58,18.75,0.62,21.08
5.15,8.26,38.17,29.9,18.51,0.62,21.08
5.99,8.15,39.53,27.69,18.64,0.62,21.08
6.48,8.11,37.55,29.24,18.61,0.62,21.08
7.28,8.33,38.9,27.96,17.53,0.62,21.08
6.5,7.55,37.97,30.0,17.63,0.62,21.08
6.19,7.75,37.94,29.97,18.14,0.62,21.08
5.62,7.69,39.36,29.32,18.0,0.62,21.08
6.55,8.04,37.93,29.57,17.91,0.62,21.08
5.98,7.54,38.59,29.72,18.16,0.62,21.08
5.02,7.82,39.24,29.48,18.44,0.62,21.08
5.71,8.36,38.84,28.94,18.15,0.62,21.08
6.44,8.65,38.13,29.24,17.55,0.62,21.08
5.97,8.37,38.34,28.71,18.61,0.62,21.08
6.43,8.55,39.44,27.95,17.64,0.62,21.08
5.28,8.07,39.96,28.73,17.96,0.62,21.08
7.13,8.4,39.13,27.64,17.7,0.62,21.08
6.78,7.9,39.07,28.27,17.99,0.62,21.08
6.35,8.01,37.8,29.59,18.25,0.62,21.08
6.89,5.14,44.07,28.56,15.35,0.63,22.81
7.25,6.17,43.49,27.68,15.41,0.63,22.81
6.42,5.54,43.69,29.08,15.26,0.63,22.81
6.35,5.18,43.34,29.07,16.05,0.63,22.81
5.16,5.37,44.37,29.75,15.35,0.63,22.81
5.18,5.53,42.71,30.0,15.75,0.63,22.81
7.15,5.34,42.82,28.44,16.25,0.63,22.81
6.54,5.6,43.62,28.41,15.84,0.63,22.81
6.73,5.72,43.24,28.68,15.63,0.63,22.81
5.62,5.58,43.92,29.34,15.53,0.63,22.81
7.31,5.68,42.93,28.86,15.23,0.63,22.81
6.95,5.34,43.84,29.1,15.0,0.63,22.81
6.41,5.42,44.1,28.31,15.76,0.63,22.81
6.81,5.57,42.81,29.28,15.53,0.63,22.81
7.11,5.81,43.35,28.21,15.51,0.63,22.81
6.7,6.01,43.29,29.12,15.0,0.63,22.81
7.08,5.21,42.87,29.5,15.34,0.63,22.81
5.55,5.4,44.73,28.46,15.87,0.63,22.81
5.88,5.87,43.01,29.42,15.82,0.63,22.81
11.06,8.35,40.57,21.24,18.78,0.63,22.31
11.33,7.98,40.61,20.39,19.69,0.63,22.31
10.11,8.53,40.96,20.77,19.62,0.63,22.31
10.29,8.41,40.54,21.55,19.21,0.63,22.31
10.41,7.61,40.47,21.91,19.6,0.63,22.31
10.85,8.12,40.82,20.82,19.38,0.63,22.31
12.19,7.74,40.66,20.0,19.44,0.63,22.31
12.46,7.79,40.51,20.43,18.82,0.63,22.31
10.87,7.91,41.06,21.06,19.1,0.63,22.31
10.07,8.65,41.51,20.93,18.83,0.63,22.31
12.16,7.86,38.87,21.3,19.81,0.63,22.25
11.35,7.65,39.23,21.56,20.0,0.63,22.25
10.44,7.96,38.46,22.48,20.0,0.63,22.25
11.67,8.36,39.93,20.47,19.58,0.63,22.25
10.5,7.9,39.9,22.28,19.43,0.63,22.25
10.05,7.56,39.99,22.17,20.0,0.63,22.25
11.13,8.55,39.48,21.38,19.46,0.63,22.25
11.77,8.28,38.1,21.87,19.99,0.63,22.25
10.7,8.27,39.96,21.35,19.73,0.63,22.25
11.67,7.99,38.54,22.11,19.69,0.63,22.25
11.64,8.14,38.45,22.36,19.4,0.63,22.25
11.26,8.19,39.17,22.4,18.99,0.63,22.25
11.45,8.67,39.3,21.52,19.07,0.63,22.25
11.84,8.75,37.6,21.75,20.0,0.63,22.25
11.27,8.15,39.14,22.18,19.26,0.63,22.25
12.19,8.23,38.45,21.62,19.51,0.63,22.25
11.31,7.72,39.71,22.09,19.18,0.63,22.25
12.27,8.74,38.8,21.09,19.1,0.63,22.25
10.53,8.6,38.34,22.04,20.0,0.63,22.25
11.6,8.0,39.12,22.13,19.14,0.63,22.25
12.14,8.18,39.88,20.61,19.19,0.63,22.25
11.42,8.64,38.89,21.82,19.22,0.63,22.25
12.41,8.0,39.17,20.88,19.54,0.63,22.25
11.42,8.66,38.34,22.42,19.17,0.63,22.25
12.54,7.76,37.88,25.5,16.31,0.63,21.72
11.54,6.35,40.53,22.73,18.85,0.63,21.57
10.14,6.91,40.21,23.42,19.32,0.63,21.57
10.64,6.84,40.11,22.65,19.77,0.63,21.57
10.98,7.12,40.21,22.59,19.11,0.63,21.57
10.69,7.16,40.27,23.06,18.82,0.63,21.57
10.31,6.9,40.74,22.62,19.44,0.63,21.57
12.06,6.45,37.68,24.32,19.49,0.63,21.53
11.27,6.94,38.33,23.32,20.0,0.63,21.53
11.0,6.89,38.6,24.67,18.85,0.63,21.53
11.12,7.42,38.21,24.04,19.21,0.63,21.53
10.22,7.0,39.83,23.04,19.91,0.63,21.53
12.06,6.41,39.67,22.63,19.23,0.63,21.53
10.68,6.92,38.74,23.43,20.0,0.63,21.53
11.85,7.25,37.99,22.91,20.0,0.63,21.53
10.97,6.79,39.51,23.09,19.65,0.63,21.53
10.13,6.59,38.53,23.07,20.0,0.63,21.53
11.48,6.72,38.51,23.14,20.0,0.63,21.53
10.95,7.22,38.11,23.41,20.0,0.63,21.53
10.27,7.34,38.22,24.46,19.71,0.63,21.53
10.8,6.98,38.22,24.97,19.03,0.63,21.53
10.98,6.87,37.92,23.04,20.0,0.63,21.53
12.32,6.79,38.47,23.04,19.39,0.63,21.53
10.16,6.98,38.88,24.2,19.79,0.63,21.53
10.06,6.5,38.83,24.51,20.0,0.63,21.53
11.43,6.59,38.38,24.65,18.96,0.63,21.53
12.16,6.73,38.62,23.56,18.93,0.63,21.53
12.28,6.91,38.85,23.03,18.93,0.63,21.53
11.97,6.62,38.9,22.83,19.67,0.63,21.53
11.35,6.28,38.93,24.55,18.89,0.63,21.53
10.29,7.32,38.16,24.23,20.0,0.63,21.53
10.68,7.38,37.69,24.59,19.67,0.63,21.53
10.73,6.91,38.9,24.44,19.02,0.63,21.53
11.27,6.68,38.66,23.22,20.0,0.63,21.53
11.42,7.34,39.49,22.8,18.95,0.63,21.53
10.23,6.84,38.79,24.19,19.95,0.63,21.53
10.23,6.73,38.74,24.8,19.5,0.63,21.53
10.56,6.29,39.44,23.37,20.0,0.63,21.53
10.37,6.63,39.68,23.82,19.5,0.63,21.53
10.73,6.89,39.67,23.13,19.59,0.63,21.53
10.25,7.07,38.9,24.87,18.91,0.63,21.53
10.58,6.73,39.54,24.37,18.79,0.63,21.53
11.48,6.48,39.54,23.11,19.39,0.63,21.53
10.42,6.92,38.97,23.82,19.87,0.63,21.53
12.27,7.08,38.8,23.06,18.79,0.63,21.53
11.47,6.44,39.61,22.69,19.79,0.63,21.53
10.32,6.7,38.7,23.02,20.0,0.63,21.53
10.37,6.93,38.99,24.77,18.95,0.63,21.53
10.9,6.37,38.88,24.57,19.27,0.63,21.53
10.84,7.07,37.9,24.68,19.51,0.63,21.53
11.58,6.68,39.24,23.74,18.76,0.63,21.53
10.56,7.36,37.74,24.56,19.78,0.63,21.53
11.87,6.47,39.73,23.07,18.86,0.63,21.53
10.88,6.27,39.6,23.51,19.73,0.63,21.53
12.79,6.28,42.8,22.52,15.61,0.64,23.25
12.79,6.58,43.11,22.92,15.0,0.64,23.25
13.09,6.53,42.58,22.57,15.23,0.64,23.25
13.14,8.78,37.61,23.66,16.81,0.64,22.63
13.12,8.82,38.72,22.9,16.44,0.64,22.63
13.91,9.24,37.65,22.87,16.33,0.64,22.63
13.05,9.35,38.5,22.6,16.5,0.64,22.63
12.73,9.0,37.58,23.22,17.47,0.64,22.63
12.59,9.8,37.59,23.42,16.6,0.64,22.63
12.71,9.02,38.32,23.44,16.51,0.64,22.63
5.37,8.8,41.18,27.63,17.01,0.64,22.28
5.0,8.98,40.84,28.32,16.89,0.64,22.28
5.23,8.98,40.54,28.39,16.86,0.64,22.28
6.06,9.05,40.34,27.85,16.69,0.64,22.28
5.55,8.85,40.97,28.03,16.6,0.64,22.28
6.8,8.79,40.42,27.71,16.28,0.64,22.28
5.53,8.81,40.02,29.03,16.61,0.64,22.28
5.37,9.34,39.48,29.19,16.62,0.64,22.23
5.21,9.66,38.64,29.32,17.17,0.64,22.23
5.27,9.54,39.95,28.63,16.61,0.64,22.23
5.98,8.98,39.07,29.51,16.45,0.64,22.23
6.05,8.93,39.76,28.11,17.15,0.64,22.23
6.81,9.71,37.83,29.37,16.27,0.64,22.23
5.75,9.31,39.95,28.0,16.99,0.64,22.23
6.84,8.76,37.93,28.98,17.49,0.64,22.23
6.8,8.79,39.02,27.93,17.46,0.64,22.23
6.09,9.49,39.14,28.82,16.46,0.64,22.23
6.7,9.58,38.2,28.52,16.99,0.64,22.23
6.94,9.1,39.84,27.71,16.41,0.64,22.23
5.32,9.31,38.85,29.51,17.02,0.64,22.23
5.5,8.78,37.59,30.0,16.89,0.64,22.23
5.81,9.64,38.35,28.88,17.32,0.64,22.23
6.06,10.0,38.17,28.56,17.01,0.64,22.23
5.98,9.26,39.47,28.04,17.27,0.64,22.23
5.62,9.47,39.65,28.78,16.49,0.64,22.23
7.0,8.91,38.81,28.71,16.57,0.64,22.23
7.16,8.82,37.58,29.43,17.01,0.64,22.23
5.84,9.06,39.8,28.21,17.09,0.64,22.23
6.52,9.43,38.94,28.32,16.79,0.64,22.23
6.06,10.0,38.28,28.37,17.28,0.64,22.23
6.6,9.5,37.63,29.45,16.81,0.64,22.23
6.06,9.0,39.58,28.07,17.29,0.64,22.23
7.39,9.63,38.77,27.62,16.59,0.64,22.23
6.52,10.0,38.83,27.67,16.6,0.64,22.23
6.68,8.92,38.26,29.45,16.69,0.64,22.23
5.49,9.07,39.06,29.77,16.61,0.64,22.23
5.82,10.0,38.95,28.07,16.94,0.64,22.23
6.84,9.37,38.84,27.86,17.09,0.64,22.23
6.28,9.53,39.57,28.2,16.41,0.64,22.23
6.28,8.91,39.59,28.13,17.1,0.64,22.23
5.58,9.31,39.99,27.93,17.2,0.64,22.23
5.79,10.0,38.8,28.32,16.81,0.64,22.23
7.39,9.38,37.83,28.5,16.9,0.64,22.23
6.79,9.19,38.83,27.98,17.21,0.64,22.23
7.2,8.87,37.91,28.97,17.06,0.64,22.23
9.53,9.41,40.97,21.22,18.86,0.65,23.62
8.18,9.09,41.34,21.58,19.8,0.65,23.62
8.35,10.0,40.28,21.61,19.16,0.65,23.62
8.06,9.05,41.34,21.0,20.0,0.65,23.62
8.33,9.42,40.99,21.35,19.92,0.65,23.62
9.09,8.78,41.63,21.39,19.12,0.65,23.62
7.54,9.86,41.25,22.45,18.9,0.65,23.62
7.78,9.65,41.7,21.89,18.98,0.65,23.62
9.94,9.32,42.2,20.0,18.87,0.65,23.62
8.95,9.82,40.53,21.53,19.17,0.65,23.62
8.53,8.99,41.46,21.72,19.3,0.65,23.62
9.44,9.06,40.5,22.2,18.8,0.65,23.62
8.17,9.06,41.97,20.88,19.92,0.65,23.62
8.36,10.0,40.55,22.14,18.81,0.65,23.62
8.02,8.94,41.85,22.23,18.96,0.65,23.62
9.22,9.8,40.53,21.23,19.23,0.65,23.62
9.7,8.95,42.16,20.0,19.43,0.65,23.62
7.61,9.62,40.28,22.0,20.0,0.65,23.62
8.66,9.1,42.33,20.72,19.19,0.65,23.62
8.1,9.66,40.51,22.48,19.25,0.65,23.62
7.85,9.69,40.38,22.45,19.62,0.65,23.62
7.65,9.78,41.37,21.24,19.95,0.65,23.62
8.49,9.32,40.62,22.11,19.46,0.65,23.62
8.52,10.0,40.85,21.0,19.25,0.65,23.62
8.55,10.0,40.31,21.42,19.65,0.65,23.62
9.86,9.19,38.89,22.38,19.68,0.65,23.57
9.49,10.0,38.56,21.97,19.85,0.65,23.57
8.52,9.72,39.02,22.18,20.0,0.65,23.57
9.88,9.23,39.13,21.81,19.95,0.65,23.57
9.49,9.52,38.54,22.5,19.95,0.65,23.57
8.7,10.0,38.98,22.25,19.52,0.65,23.57
8.2,10.0,38.99,22.17,19.57,0.65,23.57
9.35,9.53,39.8,21.89,19.43,0.65,23.57
8.91,10.0,39.51,22.47,18.89,0.65,23.57
8.67,9.67,38.88,22.09,20.0,0.65,23.57
7.57,10.0,38.73,22.18,20.0,0.65,23.57
9.52,9.61,38.93,22.0,19.94,0.65,23.57
9.44,10.0,39.54,21.32,19.62,0.65,23.57
7.72,10.0,39.99,21.7,20.0,0.65,23.57
8.98,9.68,37.99,22.04,20.0,0.65,23.57
10.38,9.17,41.56,20.0,19.19,0.65,23.56
11.1,9.26,40.13,20.69,18.81,0.65,23.56
10.17,8.8,40.9,20.67,19.46,0.65,23.56
11.08,9.05,40.47,20.53,18.88,0.65,23.56
10.01,8.86,40.07,21.24,19.82,0.65,23.56
11.94,9.7,38.94,20.65,18.78,0.65,23.51
12.34,9.36,38.22,20.22,19.86,0.65,23.51
10.9,9.71,38.27,22.08,19.04,0.65,23.51
12.11,9.28,39.49,20.0,19.48,0.65,23.51
10.56,9.68,38.47,21.78,19.51,0.65,23.51
11.21,8.86,39.82,20.42,19.69,0.65,23.51
11.4,9.58,37.86,22.05,19.11,0.65,23.51
10.05,9.59,39.01,22.46,18.88,0.65,23.51
10.85,8.86,38.23,21.53,20.0,0.65,23.51
10.28,9.11,38.94,21.05,20.0,0.65,23.51
10.61,9.06,39.25,21.08,20.0,0.65,23.51
10.93,9.29,38.68,21.59,19.51,0.65,23.51
11.75,9.37,38.15,21.19,19.53,0.65,23.51
12.03,8.88,38.35,21.2,19.54,0.65,23.51
12.27,9.63,39.72,20.0,18.76,0.65,23.51
12.04,9.65,38.51,20.46,19.34,0.65,23.51
11.85,9.9,37.67,21.54,19.04,0.65,23.51
10.74,8.9,39.56,20.54,20.0,0.65,23.51
11.61,8.99,39.18,20.89,19.33,0.65,23.51
11.78,9.22,37.88,22.31,18.81,0.65,23.51
8.61,6.02,45.0,21.52,17.63,0.65,23.4
8.89,5.88,44.82,22.5,17.91,0.65,23.4
9.35,6.09,44.08,22.16,18.32,0.65,23.4
9.41,5.15,44.82,22.04,18.59,0.65,23.4
7.67,5.59,45.0,22.47,17.84,0.65,23.4
8.27,5.55,45.0,22.07,18.03,0.65,23.4
8.09,5.9,45.0,21.65,18.32,0.65,23.4
9.8,5.97,44.14,22.28,17.81,0.65,23.4
9.96,5.2,44.36,22.34,18.14,0.65,23.4
9.44,5.18,45.0,21.41,18.36,0.65,23.4
13.18,8.46,41.54,22.53,15.0,0.65,21.98
12.64,8.12,40.74,23.36,15.14,0.65,21.98
12.64,8.03,40.39,22.83,16.11,0.65,21.98
12.76,8.39,40.51,24.15,15.0,0.65,21.98
13.28,7.78,40.67,23.12,15.14,0.65,21.98
13.46,8.27,40.31,24.15,15.0,0.65,21.98
14.27,7.82,40.19,22.78,15.0,0.65,21.98
13.28,7.81,40.85,23.81,15.0,0.65,21.98
12.93,8.24,40.36,22.7,15.77,0.65,21.98
12.67,7.7,41.26,22.55,15.82,0.65,21.98
13.83,8.21,40.22,22.51,15.23,0.65,21.98
13.91,7.96,40.14,23.52,15.0,0.65,21.98
12.77,8.55,40.57,23.34,15.0,0.65,21.98
13.12,7.63,41.42,23.08,15.0,0.65,21.98
13.08,7.76,41.42,22.72,15.02,0.65,21.98
12.87,8.06,40.4,24.02,15.0,0.65,21.98
13.53,7.52,40.07,23.26,15.62,0.65,21.98
12.53,8.15,40.13,23.7,15.49,0.65,21.98
12.97,8.31,40.49,23.34,15.0,0.65,21.98
13.51,8.26,40.15,22.92,15.16,0.65,21.98
13.02,8.46,40.05,23.19,15.28,0.65,21.98
12.99,8.51,40.04,23.65,15.0,0.65,21.98
12.65,8.7,40.27,22.93,15.45,0.65,21.98
12.33,7.07,42.3,21.54,16.76,0.65,21.95
11.33,7.49,42.34,21.83,17.02,0.65,21.95
11.48,6.76,42.3,22.03,17.42,0.65,21.95
12.09,7.49,41.24,21.82,17.36,0.65,21.95
12.02,7.09,42.22,21.44,17.23,0.65,21.95
12.38,7.28,42.49,20.47,17.38,0.65,21.95
11.2,7.09,42.33,21.93,17.45,0.65,21.95
12.2,6.73,42.05,22.05,16.98,0.65,21.95
11.79,6.74,42.32,22.42,16.73,0.65,21.95
12.51,7.84,39.35,24.96,15.34,0.65,21.94
14.21,7.53,38.54,24.77,15.0,0.65,21.94
13.08,8.75,39.72,24.51,15.0,0.65,21.94
12.96,8.75,39.26,23.09,15.93,0.65,21.94
14.12,8.64,38.44,22.63,16.17,0.65,21.94
13.64,8.73,39.54,23.64,15.0,0.65,21.94
13.55,8.11,38.96,23.72,15.65,0.65,21.94
13.16,8.37,39.47,23.83,15.17,0.65,21.94
13.53,7.63,39.33,23.74,15.77,0.65,21.94
14.02,7.85,38.73,23.99,15.41,0.65,21.94
13.77,8.06,38.4,23.76,16.02,0.65,21.94
12.88,7.71,39.17,24.65,15.59,0.65,21.94
13.86,8.71,37.71,24.03,15.69,0.65,21.94
13.11,8.32,38.59,24.26,15.72,0.65,21.94
12.55,8.12,39.2,24.28,15.85,0.65,21.94
12.84,8.48,37.83,24.73,16.11,0.65,21.94
13.68,7.69,39.76,23.87,15.01,0.65,21.94
12.7,8.4,39.47,23.66,15.78,0.65,21.94
13.32,8.75,38.95,22.84,16.14,0.65,21.94
14.18,8.4,38.18,24.32,15.0,0.65,21.94
13.94,7.77,39.71,23.29,15.29,0.65,21.94
13.52,7.66,39.25,24.25,15.32,0.65,21.94
13.46,8.47,38.34,23.52,16.21,0.65,21.94
13.29,8.29,38.33,24.07,16.02,0.65,21.94
14.22,7.82,37.61,24.5,15.85,0.65,21.94
13.44,8.66,39.12,23.56,15.22,0.65,21.94
14.3,7.63,37.83,24.94,15.3,0.65,21.94
13.8,8.41,38.19,24.42,15.17,0.65,21.94
12.83,8.36,39.22,24.38,15.21,0.65,21.94
12.94,7.55,38.5,24.81,16.2,0.65,21.94
12.98,8.51,39.0,24.44,15.06,0.65,21.94
13.27,7.97,37.89,24.83,16.04,0.65,21.94
13.53,8.08,39.09,24.05,15.24,0.65,21.94
12.88,8.31,38.61,24.18,16.01,0.65,21.94
12.61,8.13,39.79,24.66,15.0,0.65,21.94
13.1,7.99,38.78,23.88,16.24,0.65,21.94
12.64,7.55,39.56,24.32,15.93,0.65,21.94
12.57,8.71,38.88,23.63,16.21,0.65,21.94
14.61,8.69,37.93,22.56,16.21,0.65,21.94
13.13,7.76,38.85,24.09,16.17,0.65,21.94
13.38,7.93,38.49,24.54,15.66,0.65,21.94
13.12,8.49,37.73,24.63,16.03,0.65,21.94
14.27,7.65,39.3,22.69,16.08,0.65,21.94
13.39,7.74,39.64,23.86,15.38,0.65,21.94
13.02,8.11,39.2,24.7,15.0,0.65,21.94
13.41,8.43,39.33,22.9,15.94,0.65,21.94
14.14,7.57,39.12,23.44,15.72,0.65,21.94
13.37,7.78,39.82,24.26,15.0,0.65,21.94
13.01,7.73,39.09,24.63,15.54,0.65,21.94
13.39,8.08,38.15,24.45,15.93,0.65,21.94
13.84,8.37,38.77,24.19,15.0,0.65,21.94
13.3,8.6,38.45,23.43,16.22,0.65,21.94
14.61,7.56,39.35,22.62,15.86,0.65,21.94
13.63,7.9,39.78,22.83,15.87,0.65,21.94
6.04,7.64,40.5,30.0,15.6,0.65,21.49
7.09,7.97,42.38,27.51,15.05,0.65,21.49
5.23,8.23,41.67,28.92,15.94,0.65,21.49
7.04,7.57,41.49,28.51,15.39,0.65,21.49
6.03,8.72,41.26,28.16,15.82,0.65,21.49
5.56,7.69,42.06,28.73,15.95,0.65,21.49
6.66,7.91,40.8,28.9,15.74,0.65,21.49
7.44,8.39,41.89,27.52,15.0,0.65,21.49
5.36,8.28,41.84,28.35,16.16,0.65,21.49
7.11,8.48,40.07,28.76,15.58,0.65,21.49
6.48,7.6,41.75,28.83,15.34,0.65,21.49
7.04,7.58,40.24,29.2,15.94,0.65,21.49
7.48,8.66,40.5,28.83,15.0,0.65,21.49
5.23,7.75,42.32,28.89,15.81,0.65,21.49
6.6,8.37,41.41,27.88,15.74,0.65,21.49
6.24,7.68,42.38,28.16,15.54,0.65,21.49
7.35,8.75,40.13,28.49,15.29,0.65,21.49
6.73,8.07,40.28,28.86,16.06,0.65,21.49
6.37,8.13,40.65,28.63,16.22,0.65,21.49
7.05,8.17,41.06,27.94,15.79,0.65,21.49
7.26,8.4,40.57,27.84,15.93,0.65,21.49
6.57,8.16,42.19,27.58,15.5,0.65,21.49
5.79,8.32,42.17,28.72,15.0,0.65,21.49
6.17,8.39,41.2,28.18,16.06,0.65,21.49
5.67,7.72,41.58,29.2,15.84,0.65,21.49
7.31,8.62,38.94,29.61,15.53,0.65,21.44
6.85,7.64,39.5,29.91,16.11,0.65,21.44
5.69,8.39,39.95,30.0,15.69,0.65,21.44
6.58,8.37,39.65,29.39,16.01,0.65,21.44
6.73,7.86,38.98,30.0,15.71,0.65,21.44
7.39,8.21,39.76,29.17,15.48,0.65,21.44
6.71,7.95,39.76,29.59,15.99,0.65,21.44
11.96,5.58,43.6,20.15,18.71,0.66,23.38
10.2,6.13,43.11,22.29,18.27,0.66,23.38
10.99,5.83,43.3,21.98,17.9,0.66,23.38
11.06,5.76,43.93,21.43,17.82,0.66,23.38
11.19,6.03,43.69,21.34,17.75,0.66,23.38
10.99,5.45,43.95,21.61,18.0,0.66,23.38
12.12,5.16,43.2,21.28,18.25,0.66,23.38
10.23,5.94,44.63,21.65,17.56,0.66,23.38
11.2,5.69,42.87,21.91,18.33,0.66,23.38
10.17,5.51,43.94,21.84,18.53,0.66,23.38
10.04,6.04,43.71,21.96,18.24,0.66,23.38
10.14,5.56,45.0,20.87,17.96,0.66,23.38
10.17,5.79,43.2,22.34,18.5,0.66,23.38
10.12,5.89,43.64,21.85,18.5,0.66,23.38
10.06,5.94,44.51,21.67,17.82,0.66,23.38
11.11,6.23,43.33,21.62,17.71,0.66,23.38
10.14,5.86,44.24,21.59,18.17,0.66,23.38
10.99,5.21,44.23,20.89,18.68,0.66,23.38
10.43,5.86,44.61,20.84,18.26,0.66,23.38
11.37,5.55,42.58,21.87,18.64,0.66,23.38
10.61,5.66,43.18,22.41,18.14,0.66,23.38
11.44,5.45,42.76,21.6,18.75,0.66,23.38
11.68,5.04,42.99,21.84,18.45,0.66,23.38
6.72,5.39,42.54,27.63,17.71,0.66,22.51
5.37,5.06,42.89,28.75,17.94,0.66,22.51
6.01,5.45,43.42,27.54,17.58,0.66,22.51
5.63,5.74,43.23,27.7,17.69,0.66,22.51
5.16,5.23,42.7,28.45,18.47,0.66,22.51
6.81,5.0,42.72,27.8,17.75,0.66,22.51
5.8,5.2,43.42,27.56,18.02,0.66,22.51
5.94,6.13,42.78,27.55,17.6,0.66,22.51
5.63,5.63,43.31,27.83,17.6,0.66,22.51
5.21,8.77,40.33,27.95,17.74,0.66,22.21
5.88,8.98,39.04,28.17,17.94,0.66,22.16
6.17,9.38,38.38,28.0,18.07,0.66,22.16
6.66,9.27,38.56,28.0,17.52,0.66,22.16
5.71,9.62,37.51,29.08,18.08,0.66,22.16
5.48,8.94,38.7,29.02,17.87,0.66,22.16
5.86,10.0,37.52,28.01,18.44,0.66,22.16
5.37,9.91,38.49,28.68,17.55,0.66,22.16
5.32,9.59,38.7,27.71,18.67,0.66,22.16
5.76,10.0,38.05,27.53,17.89,0.66,22.16
5.54,8.92,39.51,27.9,18.12,0.66,22.16
7.43,9.13,38.15,27.64,17.66,0.66,22.16
5.83,9.2,38.81,28.19,17.97,0.66,22.16
5.33,9.69,38.84,28.42,17.72,0.66,22.16
7.13,8.85,38.18,27.69,18.15,0.66,22.16
5.07,9.68,37.71,28.95,18.59,0.66,22.16
5.95,9.76,37.52,28.75,18.01,0.66,22.16
5.74,9.34,38.52,27.77,18.62,0.66,22.16
5.18,9.17,38.81,29.0,17.85,0.66,22.16
6.3,9.29,38.14,28.27,18.0,0.66,22.16
5.72,9.49,38.76,27.56,18.48,0.66,22.16
5.72,7.93,38.0,28.97,19.38,0.66,21.06
5.37,7.95,39.31,27.87,19.51,0.66,21.06
6.38,8.19,37.98,28.16,19.3,0.66,21.06
5.15,8.23,37.63,29.49,19.5,0.66,21.06
5.98,8.03,38.95,28.25,18.79,0.66,21.06
5.76,7.53,38.84,27.77,20.0,0.66,21.06
5.33,8.07,38.4,27.65,20.0,0.66,21.06
6.62,8.06,38.6,27.76,18.97,0.66,21.06
6.83,8.42,37.84,28.02,18.89,0.66,21.06
5.5,7.8,38.63,27.68,20.0,0.66,21.06
6.31,7.52,38.58,28.18,19.4,0.66,21.06
5.39,8.03,37.84,29.83,18.91,0.66,21.06
6.72,7.58,37.7,28.36,19.64,0.66,21.06
5.8,8.68,38.54,27.55,19.44,0.66,21.06
5.42,8.61,39.34,27.73,18.9,0.66,21.06
6.54,8.73,37.98,27.91,18.84,0.66,21.06
6.25,8.18,37.78,27.91,19.88,0.66,21.06
5.6,7.84,39.51,27.92,19.13,0.66,21.06
5.75,8.74,38.96,27.53,19.02,0.66,21.06
5.49,8.39,38.6,27.6,19.93,0.66,21.06
6.36,8.4,37.62,28.56,19.05,0.66,21.06
5.15,8.12,37.73,29.98,19.02,0.66,21.06
6.64,8.08,37.68,27.89,19.71,0.66,21.06
5.23,7.73,38.74,28.86,19.44,0.66,21.06
5.78,6.65,41.28,29.29,17.0,0.66,20.83
5.32,6.56,41.14,30.0,16.29,0.66,20.83
5.27,7.47,40.77,29.13,17.36,0.66,20.83
6.75,7.32,41.36,28.03,16.54,0.66,20.83
5.58,6.44,41.71,29.04,17.22,0.66,20.83
6.84,7.33,40.15,28.89,16.78,0.66,20.83
5.52,6.46,41.34,29.72,16.96,0.66,20.83
5.73,7.29,42.33,27.78,16.87,0.66,20.83
6.72,6.61,41.17,28.23,17.27,0.66,20.83
6.25,7.29,41.21,28.3,16.95,0.66,20.83
6.28,7.16,40.5,28.98,17.08,0.66,20.83
7.07,6.8,40.5,28.51,17.12,0.66,20.83
7.33,6.68,40.62,27.99,17.37,0.66,20.83
5.51,7.32,42.14,28.52,16.51,0.66,20.83
6.86,6.34,42.44,28.04,16.33,0.66,20.83
7.36,6.65,41.29,28.21,16.49,0.66,20.83
6.74,7.23,41.38,28.06,16.6,0.66,20.83
6.7,7.5,40.28,29.23,16.29,0.66,20.83
6.68,7.1,41.53,28.2,16.48,0.66,20.83
5.71,6.53,40.69,29.98,17.09,0.66,20.83
7.16,6.61,40.61,28.2,17.42,0.66,20.83
7.37,7.1,40.26,27.92,17.35,0.66,20.83
5.67,6.71,41.48,28.78,17.37,0.66,20.83
6.79,6.34,40.63,29.09,17.15,0.66,20.83
5.83,6.33,41.31,29.16,17.36,0.66,20.83
6.53,6.66,42.43,27.52,16.85,0.66,20.83
7.05,7.34,40.78,28.46,16.37,0.66,20.83
